0	280.51116	279.13258	274.87432	265.56651	246.69834	233.45182
1	280.50527	278.97137	274.47321	264.97449	246.1055	233.05212
2	280.49938	278.81836	274.07201	264.38485	245.5049	232.63399
3	280.49349	278.65454	273.6373	263.76321	244.91421	232.23507
4	280.4876	278.49072	273.22093	263.15834	244.32454	231.83875
5	280.48171	278.3269	272.78561	262.54546	243.74608	231.42145
6	280.47582	278.16307	272.34765	261.93131	243.16927	231.16999
7	280.46993	277.9663	271.88721	261.33868	242.58161	230.68057
8	280.46404	277.78684	271.42392	260.72736	241.99256	230.23553
9	280.45815	277.59874	270.95983	260.13503	241.43594	229.81179
10	280.45227	277.40233	270.48876	259.5344	240.87257	229.39092
11	280.44637	277.20591	270.00693	258.92201	240.28682	228.94869
12	280.44049	277.0095	269.5345	258.34046	239.71981	228.50374
13	280.39517	276.80622	269.05646	257.75223	239.14447	228.16249
14	280.34986	276.60415	268.55813	257.13058	238.55701	227.86687
15	280.30455	276.38063	268.05721	256.53702	237.96798	227.42576
16	280.25923	276.16621	267.55683	255.9253	237.3679	226.8736
17	280.21393	275.9518	267.0664	255.33309	236.77708	226.32117
18	280.16861	275.73609	266.57595	254.74343	236.20946	225.85071
19	280.1233	275.52157	266.0761	254.14345	235.64481	225.39674
20	280.02551	275.24369	265.58534	253.5632	235.09121	224.97745
21	279.88748	274.93503	265.08533	252.95365	234.50686	224.55086
22	279.744	274.62091	264.5827	252.3508	233.9507	224.14316
23	279.60001	274.30906	264.09334	251.74885	233.37691	223.72741
24	279.45601	273.99613	263.58263	251.12544	232.8222	223.21219
25	279.31203	273.67223	263.06904	250.50968	232.264	222.81116
26	279.16803	273.34669	262.56576	249.91692	231.71686	222.3828
27	279.02404	273.02116	262.05317	249.3053	231.17727	221.95459
28	278.88005	272.67399	261.51795	248.71339	230.63836	221.50637
29	278.70149	272.32164	261.00088	248.11274	230.10994	221.06612
30	278.53084	271.94873	260.46474	247.52193	229.60015	220.6792
31	278.36126	271.57893	259.93192	246.92161	229.07958	220.31619
32	278.17395	271.19142	259.39927	246.33085	228.57639	219.96442
