0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1.05095886	4.85E-04	1.02E-11	1.47E-19	2.09E-27	2.99E-35	4.94E-04	1.05173621	4.86E-04	1.02E-11	1.46E-19	2.09E-27	1.03E-11	4.94E-04	1.05173623	4.86E-04	1.02E-11	1.46E-19	1.46E-19	1.02E-11	4.86E-04	1.05173623	4.94E-04	1.03E-11	2.09E-27	1.46E-19	1.02E-11	4.86E-04	1.05173621	4.94E-04	2.99E-35	2.09E-27	1.47E-19	1.02E-11	4.85E-04	1.05095886
2	3.08304827	5.25E-04	4.26E-12	1.19E-20	-5.00E-28	-1.67E-35	5.36E-04	3.08546031	5.25E-04	4.26E-12	1.19E-20	-4.97E-28	4.38E-12	5.36E-04	3.08546034	5.25E-04	4.26E-12	1.19E-20	1.19E-20	4.26E-12	5.25E-04	3.08546034	5.36E-04	4.38E-12	-4.97E-28	1.19E-20	4.26E-12	5.25E-04	3.08546031	5.36E-04	-1.67E-35	-5.00E-28	1.19E-20	4.26E-12	5.25E-04	3.08304827
3	6.41796757	4.79E-04	4.81E-12	5.25E-20	7.08E-28	1.25E-35	4.93E-04	6.42289237	4.79E-04	4.80E-12	5.23E-20	7.04E-28	4.97E-12	4.93E-04	6.42289245	4.79E-04	4.80E-12	5.23E-20	5.23E-20	4.80E-12	4.79E-04	6.42289245	4.93E-04	4.97E-12	7.04E-28	5.23E-20	4.80E-12	4.79E-04	6.42289237	4.93E-04	1.25E-35	7.08E-28	5.25E-20	4.81E-12	4.79E-04	6.41796757
4	10.7050956	4.98E-04	5.07E-12	5.01E-20	4.79E-28	3.67E-36	5.13E-04	10.7125873	4.98E-04	5.06E-12	5.00E-20	4.78E-28	5.23E-12	5.13E-04	10.7125874	4.98E-04	5.06E-12	5.00E-20	5.00E-20	5.06E-12	4.98E-04	10.7125874	5.13E-04	5.23E-12	4.78E-28	5.00E-20	5.06E-12	4.98E-04	10.7125873	5.13E-04	3.67E-36	4.79E-28	5.01E-20	5.07E-12	4.98E-04	10.7050956
5	15.6012336	5.72E-04	5.04E-12	4.93E-20	4.83E-28	4.76E-36	5.86E-04	15.6110943	5.73E-04	5.03E-12	4.92E-20	4.81E-28	5.19E-12	5.86E-04	15.6110944	5.73E-04	5.03E-12	4.92E-20	4.92E-20	5.03E-12	5.73E-04	15.6110944	5.86E-04	5.19E-12	4.81E-28	4.92E-20	5.03E-12	5.73E-04	15.6110943	5.86E-04	4.76E-36	4.83E-28	4.93E-20	5.04E-12	5.72E-04	15.6012336
6	20.7557244	7.28E-04	5.02E-12	4.95E-20	4.87E-28	4.80E-36	7.40E-04	20.7675224	7.28E-04	5.01E-12	4.93E-20	4.85E-28	5.18E-12	7.40E-04	20.7675224	7.28E-04	5.01E-12	4.93E-20	4.93E-20	5.01E-12	7.28E-04	20.7675224	7.40E-04	5.18E-12	4.85E-28	4.93E-20	5.01E-12	7.28E-04	20.7675224	7.40E-04	4.80E-36	4.87E-28	4.95E-20	5.02E-12	7.28E-04	20.7557244
7	25.9161186	1.02E-03	5.03E-12	4.95E-20	4.87E-28	4.79E-36	1.03E-03	25.9293158	1.02E-03	5.02E-12	4.93E-20	4.85E-28	5.18E-12	1.03E-03	25.9293158	1.02E-03	5.02E-12	4.93E-20	4.93E-20	5.02E-12	1.02E-03	25.9293158	1.03E-03	5.18E-12	4.85E-28	4.93E-20	5.02E-12	1.02E-03	25.9293158	1.03E-03	4.79E-36	4.87E-28	4.95E-20	5.03E-12	1.02E-03	25.9161186
8	30.9292588	1.52E-03	5.03E-12	4.95E-20	4.87E-28	4.79E-36	1.52E-03	30.9432714	1.52E-03	5.02E-12	4.94E-20	4.85E-28	5.19E-12	1.52E-03	30.9432714	1.52E-03	5.02E-12	4.93E-20	4.93E-20	5.02E-12	1.52E-03	30.9432714	1.52E-03	5.19E-12	4.85E-28	4.94E-20	5.02E-12	1.52E-03	30.9432714	1.52E-03	4.79E-36	4.87E-28	4.95E-20	5.03E-12	1.52E-03	30.9292588
9	35.7125088	2.30E-03	5.04E-12	4.96E-20	4.88E-28	4.80E-36	2.30E-03	35.7267194	2.30E-03	5.03E-12	4.94E-20	4.86E-28	5.20E-12	2.30E-03	35.7267194	2.30E-03	5.03E-12	4.94E-20	4.94E-20	5.03E-12	2.30E-03	35.7267194	2.30E-03	5.20E-12	4.86E-28	4.94E-20	5.03E-12	2.30E-03	35.7267194	2.30E-03	4.80E-36	4.88E-28	4.96E-20	5.04E-12	2.30E-03	35.7125088
