0	0	0
1	0.175	0.0875
2	0.825	0.4125
3	1.95	0.975
4	3.55	1.775
5	5.625	2.8125
6	8.175	4.0875
7	11.2	5.6
8	14.7	7.35
9	18.675	9.3375
10	23.125	11.5625
11	27.975	14.225
12	32.85	17.175
13	37.75	20.4125
14	42.675	23.9375
15	47.625	27.75
16	52.6	31.85
17	57.6	36.2375
18	62.675	40.9375
19	67.825	45.95
20	73.05	51.275
