0	200	200	200	200	200	200
1	200	200	200	200	199.99998	199.93808
2	200	200	200	200	199.99996	199.73315
3	200	200	200	200	199.99992	199.29686
4	200	200	200	200	199.99954	198.56104
5	200	200	200	200	199.99573	197.48128
6	200	200	200	199.99999	199.94914	196.00063
7	200	200	200	199.99997	199.78533	194.04364
8	200	200	200	199.99993	199.42094	191.53624
9	200	200	200	199.99987	198.7826	188.41984
10	200	200	200	199.99975	197.82062	184.6625
11	200	200	200	199.99951	196.5092	180.31891
12	200	200	200	199.99908	194.84067	175.48137
13	200	200	200	199.99834	192.81976	170.26092
14	200	200	200	199.997	190.45832	164.75479
15	200	200	200	199.99475	187.77513	159.03941
16	200	200	200	199.9911	184.82655	153.20437
17	200	200	200	199.98496	181.70423	147.35746
18	200	200	200	199.97405	178.50709	141.60389
19	200	200	200	199.95281	175.32054	136.0319
20	200	200	199.99999	199.90668	172.19614	130.70134
21	200	200	199.99997	199.7818	169.1216	125.64573
22	200	200	199.99994	199.50485	166.04588	120.87857
23	200	200	199.99988	198.99905	162.90144	116.40023
24	200	200	199.99977	198.20308	159.62803	112.20315
25	200	200	199.99958	197.07771	156.18273	108.27534
26	200	200	199.99922	195.60476	152.54096	104.60271
27	200	200	199.99862	193.78176	148.69248	101.17029
28	200	200	199.99764	191.61748	144.63807	97.963118
29	200	200	199.99616	189.12978	140.38732	94.966549
30	200	200	199.99385	186.34896	135.96238	92.166534
31	200	200	199.99054	183.34601	131.42651	89.549618
32	200	200	199.98588	180.21197	126.86325	87.103339
33	200	200	199.97944	177.04094	122.35983	84.815824
34	200	200	199.97063	173.91119	117.98806	82.67618
35	200	200	199.95877	170.87764	113.79745	80.674235
36	200	200	199.9427	167.97339	109.81636	78.800455
37	200	200	199.92046	165.21455	106.05754	77.046036
38	200	199.99999	199.88841	162.60456	102.52302	75.402728
39	200	199.99998	199.83935	160.13658	99.208447	73.863022
40	200	199.99997	199.75756	157.79105	96.105591	72.419793
41	200	199.99994	199.59122	155.50976	93.204417	71.066616
42	200	199.99988	199.26959	153.21452	90.49376	69.797545
43	200	199.9998	198.71901	150.82357	87.962232	68.607
44	200	199.99965	197.88041	148.26976	85.598581	67.489833
45	200	199.9994	196.71634	145.50757	83.391891	66.441313
46	200	199.99898	195.20963	142.5121	81.331572	65.456995
47	200	199.99828	193.35888	139.27449	79.407747	64.532849
48	200	199.99721	191.17412	135.79793	77.610986	63.66506
49	200	199.99544	188.67489	132.09542	75.932412	62.850047
