0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.164299053	0.164299053	0.164299053	0.164299053	0.164299053	0.164299052	0.164298964	0.164254381	0.166442889	-2.23E-03	4.36E-05	8.69E-08	1.56E-10	2.78E-13	4.92E-16	8.71E-19	1.54E-21	2.74E-24
2	0.658219545	0.658219545	0.658219545	0.658219545	0.658219545	0.658219544	0.658219394	0.658125172	0.648678393	9.32E-03	9.20E-05	1.47E-07	2.36E-10	3.82E-13	6.16E-16	9.83E-19	1.55E-21	2.41E-24
3	1.64844599	1.64844599	1.64844599	1.64844599	1.64844599	1.64844598	1.64844576	1.64827467	1.60060827	4.74E-02	1.68E-04	2.19E-07	3.28E-10	5.21E-13	8.33E-16	1.33E-18	2.14E-21	3.43E-24
4	3.2362346	3.2362346	3.2362346	3.2362346	3.2362346	3.23623459	3.23623425	3.23590834	3.10724416	0.128312789	3.22E-04	3.40E-07	4.43E-10	6.66E-13	1.05E-15	1.66E-18	2.63E-21	4.18E-24
5	5.46472438	5.46472438	5.46472438	5.46472438	5.46472438	5.46472437	5.46472376	5.46407868	5.19813367	0.265645377	6.40E-04	6.07E-07	6.37E-10	8.45E-13	1.27E-15	1.99E-18	3.13E-21	4.95E-24
6	8.33367323	8.33367323	8.33367323	8.33367323	8.33367323	8.33367323	8.33367198	8.33241005	7.86304658	0.46940454	1.26E-03	1.24E-06	1.09E-09	1.16E-12	1.56E-15	2.34E-18	3.64E-21	5.72E-24
7	11.8178746	11.8178746	11.8178746	11.8178746	11.8178746	11.8178746	11.8178719	11.8155111	11.0701712	0.746200172	2.36E-03	2.69E-06	2.28E-09	1.94E-12	2.07E-15	2.79E-18	4.19E-21	6.51E-24
8	15.8801309	15.8801309	15.8801309	15.8801309	15.8801309	15.8801308	15.8801251	15.87595	14.7785299	1.09981429	4.18E-03	5.74E-06	5.29E-09	4.12E-12	3.42E-15	3.65E-18	4.91E-21	7.36E-24
9	20.4787907	20.4787907	20.4787907	20.4787907	20.4787907	20.4787907	20.478779	20.4717989	18.9449017	1.53181738	6.99E-03	1.17E-05	1.24E-08	1.01E-11	7.40E-15	6.00E-18	6.36E-21	8.53E-24
10	25.5717433	25.5717433	25.5717433	25.5717433	25.5717433	25.5717433	25.5717206	25.5606378	23.5272645	2.04212106	1.11E-02	2.27E-05	2.83E-08	2.55E-11	1.90E-14	1.32E-17	1.05E-20	1.10E-23
11	31.1183925	31.1183925	31.1183925	31.1183925	31.1183925	31.1183924	31.118351	31.1015422	28.4863181	2.62942971	1.69E-02	4.15E-05	6.09E-08	6.28E-11	5.08E-14	3.53E-17	2.37E-20	1.83E-23
12	37.0805475	37.0805475	37.0805475	37.0805475	37.0805475	37.0805473	37.0804753	37.0559854	33.7860225	3.29159244	2.46E-02	7.23E-05	1.24E-07	1.47E-10	1.33E-13	9.89E-17	6.53E-20	4.24E-23
13	43.4227496	43.4227496	43.4227496	43.4227496	43.4227496	43.4227494	43.4226296	43.3881777	39.3936576	4.02587103	3.46E-02	1.20E-04	2.41E-07	3.26E-10	3.31E-13	2.72E-16	1.90E-19	1.21E-22
14	50.1123152	50.1123152	50.1123152	50.1123152	50.1123152	50.1123148	50.1121237	50.0651196	45.2796636	4.82914145	4.72E-02	1.92E-04	4.45E-07	6.88E-10	7.86E-13	7.14E-16	5.44E-19	3.63E-22
15	57.1192408	57.1192408	57.1192408	57.1192408	57.1192408	57.11924	57.1189461	57.0565145	51.417396	5.69804474	6.27E-02	2.95E-04	7.88E-07	1.38E-09	1.78E-12	1.79E-15	1.49E-18	1.07E-21
16	64.4160462	64.4160462	64.4160462	64.4160462	64.4160462	64.4160448	64.4156076	64.3346191	57.7828563	6.62909957	8.15E-02	4.39E-04	1.34E-06	2.67E-09	3.83E-12	4.28E-15	3.91E-18	3.05E-21
17	71.9775954	71.9775954	71.9775954	71.9775954	71.9775954	71.9775932	71.9769616	71.8740678	64.3544284	7.61878583	0.10356141	6.34E-04	2.20E-06	4.94E-09	7.91E-12	9.77E-15	9.80E-18	8.31E-21
18	79.7809135	79.7809135	79.7809135	79.7809135	79.7809135	79.78091	79.7800215	79.6516918	71.1126348	8.66360636	0.129262436	8.93E-04	3.50E-06	8.81E-09	1.57E-11	2.14E-14	2.35E-17	2.17E-20
